Date,Open,High,Low,Close,Volume,Adj Close
2013-03-19,5.48,5.68,5.47,5.68,1816300,5.68
2013-03-20,5.56,5.67,5.54,5.55,1115300,5.55
2013-03-21,5.62,5.74,5.57,5.67,2257100,5.67
2013-03-22,5.6,5.65,5.5,5.51,2257300,5.51
2013-03-25,5.41,5.47,5.3,5.41,1974600,5.41
2013-03-26,5.29,5.33,5.21,5.23,965400,5.23
2013-03-27,5.28,5.28,5.17,5.2,1262900,5.2
2013-03-28,5.19,5.19,5.11,5.12,1151500,5.12
2013-04-01,5.21,5.24,5.13,5.15,891700,5.15
2013-04-02,5.23,5.23,5.09,5.16,799800,5.16
2013-04-03,5.16,5.43,5.16,5.42,2594200,5.42
2013-04-04,5.57,5.66,5.47,5.54,2352700,5.54
2013-04-05,5.63,5.68,5.56,5.56,1687700,5.56
2013-04-08,5.55,5.63,5.5,5.5,812200,5.5
2013-04-09,5.55,5.58,5.4,5.46,785200,5.46
2013-04-10,5.47,5.5,5.36,5.38,674000,5.38
2013-04-11,5.41,5.54,5.41,5.51,695300,5.51
2013-04-12,5.72,5.87,5.71,5.8,1973900,5.8
2013-04-15,6.01,6.19,5.99,6.17,1967400,6.17
2013-04-16,6.13,6.23,6.05,6.08,1395000,6.08
2013-04-17,6.21,6.45,6.2,6.36,1221500,6.36
2013-04-18,6.29,6.42,6.12,6.12,1682500,6.12
2013-04-19,6.18,6.24,6.14,6.2,743100,6.2
2013-04-22,6.12,6.25,6.01,6.04,696400,6.04
2013-04-23,6.15,6.18,6.02,6.03,1756000,6.03
2013-04-24,5.97,5.97,5.72,5.73,2182200,5.73
2013-04-25,5.76,5.78,5.45,5.52,1885900,5.52
2013-04-26,5.53,5.65,5.5,5.56,1317200,5.56
2013-04-29,5.49,5.52,5.34,5.4,1967200,5.4
2013-04-30,5.39,5.54,5.38,5.52,1927600,5.52
2013-05-01,5.78,5.87,5.73,5.78,2086100,5.78
2013-05-02,5.71,5.72,5.38,5.4,2763000,5.4
2013-05-03,5.27,5.29,5.16,5.22,3924600,5.22
2013-05-06,5.25,5.28,5.14,5.18,1513300,5.18
2013-05-07,5.19,5.28,5.14,5.22,1264700,5.22
2013-05-08,5.17,5.19,5.08,5.11,2340600,5.11
2013-05-09,5.17,5.22,5.11,5.17,1632900,5.17
2013-05-10,5.33,5.43,5.13,5.18,4735300,5.18
2013-05-13,5.23,5.32,5.2,5.27,2062900,5.27
2013-05-14,5.29,5.38,5.24,5.36,1423600,5.36
2013-05-15,5.49,5.58,5.33,5.34,3560200,5.34
2013-05-16,5.32,5.36,5.2,5.25,2197000,5.25
2013-05-17,5.15,5.25,5.13,5.14,3626100,5.14
2013-05-21,5.1,5.19,5.07,5.16,1724100,5.16
2013-05-22,5.26,5.39,5.17,5.37,3608600,5.37
2013-05-23,5.54,5.59,5.34,5.34,2401400,5.34
2013-05-24,5.46,5.48,5.36,5.4,1067300,5.4
2013-05-27,5.44,5.45,5.41,5.44,141000,5.44
2013-05-28,5.2,5.28,5.18,5.26,2114800,5.26
2013-05-29,5.3,5.51,5.26,5.47,2054300,5.47
2013-05-30,5.59,5.63,5.39,5.43,2040900,5.43
2013-05-31,5.53,5.65,5.48,5.64,2836600,5.64
2013-06-03,5.53,5.56,5.41,5.45,1462100,5.45
2013-06-04,5.51,5.55,5.33,5.43,1699600,5.43
2013-06-05,5.38,5.42,5.31,5.41,1971600,5.41
2013-06-06,5.32,5.33,5.23,5.3,3039300,5.3
2013-06-07,5.36,5.38,5.11,5.13,8159200,5.13
2013-06-10,5.19,5.23,5.15,5.18,3281100,5.18
2013-06-11,5.3,5.32,5.21,5.23,2500200,5.23
2013-06-12,5.14,5.2,5.1,5.16,3141700,5.16
2013-06-13,5.19,5.2,5.05,5.07,2115100,5.07
2013-06-14,4.95,4.98,4.92,4.94,3407100,4.94
2013-06-17,4.9,4.98,4.9,4.95,1665900,4.95
2013-06-18,4.92,4.95,4.87,4.89,1854900,4.89
2013-06-19,4.89,4.97,4.86,4.93,1574500,4.93
2013-06-20,5.15,5.3,5.14,5.26,6914400,5.26
2013-06-21,5.26,5.46,5.25,5.39,7214500,5.39
2013-06-24,5.45,5.46,5.18,5.25,3543400,5.25
2013-06-25,5.16,5.27,5.16,5.21,1951700,5.21
2013-06-26,5.2,5.38,5.17,5.2,3190200,5.2
2013-06-27,5.14,5.15,4.99,5.04,4218900,5.04
2013-06-28,5.01,5.09,4.97,5.08,2448700,5.08
2013-07-02,4.87,4.87,4.73,4.78,6006200,4.78
2013-07-03,4.58,4.66,4.51,4.61,3993400,4.61
2013-07-04,4.61,4.71,4.59,4.7,1214000,4.7
2013-07-05,4.55,4.57,4.41,4.42,3586900,4.42
2013-07-08,4.48,4.49,4.38,4.45,1663400,4.45
2013-07-09,4.45,4.46,4.35,4.37,1517600,4.37
2013-07-10,4.26,4.29,4.15,4.21,4117000,4.21
2013-07-11,4.23,4.31,4.21,4.28,1411400,4.28
2013-07-12,4.23,4.27,4.15,4.16,1780700,4.16
2013-07-15,4.2,4.2,4.13,4.14,1341300,4.14
2013-07-16,4.12,4.18,4.11,4.17,2009100,4.17
2013-07-17,4.16,4.18,4.1,4.11,1829300,4.11
2013-07-18,4.08,4.08,3.97,3.99,3730100,3.99
2013-07-19,3.94,4.06,3.93,3.97,2894200,3.97
2013-07-22,4,4.09,3.98,4.08,2200600,4.08
2013-07-23,4.12,4.12,4.02,4.04,2222400,4.04
2013-07-24,4.09,4.21,4.06,4.19,2641000,4.19
2013-07-25,4.19,4.27,4.13,4.15,1982500,4.15
2013-07-26,4.2,4.29,4.18,4.23,2375100,4.23
2013-07-29,4.2,4.28,4.2,4.24,1184900,4.24
2013-07-30,4.29,4.39,4.29,4.36,2523100,4.36
2013-07-31,4.35,4.37,4.17,4.19,2282400,4.19
2013-08-01,4.03,4.03,3.96,3.97,4112200,3.97
2013-08-02,4.01,4.07,4.01,4.04,1557400,4.04
2013-08-06,4.08,4.18,4.07,4.15,2172600,4.15
2013-08-07,4.19,4.25,4.14,4.25,1572400,4.25
2013-08-08,4.3,4.39,4.25,4.28,3399800,4.28
2013-08-09,4.24,4.24,4.09,4.1,2266300,4.1
2013-08-12,4.14,4.17,4.07,4.07,974500,4.07
2013-08-13,4.08,4.11,4.01,4.04,1356200,4.04
2013-08-14,4.05,4.09,3.99,3.99,1494700,3.99
2013-08-15,3.95,4.02,3.93,3.96,3053000,3.96
2013-08-16,3.96,4.01,3.9,3.94,1505500,3.94
2013-08-19,3.98,4,3.93,3.98,1652600,3.98
2013-08-20,4.07,4.14,3.97,4.12,4453000,4.12
2013-08-21,4.13,4.22,4.11,4.2,4604500,4.2
2013-08-22,4.18,4.2,4.09,4.1,1521700,4.1
2013-08-23,4.13,4.16,3.96,4.01,3813700,4.01
2013-08-26,4.01,4.06,4,4.01,1023700,4.01
2013-08-27,3.81,3.84,3.78,3.81,4930200,3.81
2013-08-28,3.74,3.78,3.7,3.78,2491800,3.78
2013-08-29,3.78,3.88,3.73,3.87,1853900,3.87
2013-08-30,3.88,3.93,3.82,3.88,1841300,3.88
2013-09-03,3.92,3.93,3.81,3.83,1376600,3.83
2013-09-04,3.9,3.94,3.87,3.9,2190700,3.9
2013-09-05,3.87,3.92,3.83,3.84,1257600,3.84
2013-09-06,3.77,3.77,3.68,3.71,5019900,3.71
2013-09-09,3.72,3.8,3.71,3.79,1338400,3.79
2013-09-10,3.91,3.96,3.89,3.89,3262900,3.89
2013-09-11,3.86,3.92,3.85,3.86,1072000,3.86
2013-09-12,3.85,3.85,3.77,3.8,1246400,3.8
2013-09-13,3.86,3.89,3.79,3.8,1097500,3.8
2013-09-16,3.9,3.94,3.86,3.94,1759000,3.94
2013-09-17,3.96,4.04,3.96,4.01,2258700,4.01
2013-09-18,3.98,4,3.8,3.81,3501300,3.81
2013-09-19,3.83,3.95,3.83,3.94,2551900,3.94
2013-09-20,3.96,4.02,3.92,4,1746900,4
2013-09-23,4.08,4.12,4.06,4.1,2932700,4.1
2013-09-24,4.15,4.19,4.1,4.11,3417600,4.11
2013-09-25,4.09,4.2,4.09,4.18,3439700,4.18
2013-09-26,4.16,4.18,4.13,4.15,1275900,4.15
2013-09-27,4.16,4.17,4.08,4.17,1822100,4.17
2013-09-30,4.26,4.29,4.16,4.19,2341700,4.19
2013-10-01,4.24,4.29,4.21,4.23,2386400,4.23
2013-10-02,4.24,4.26,4.03,4.07,3591600,4.07
2013-10-03,4.03,4.14,4.03,4.13,971100,4.13
2013-10-04,4.06,4.1,4.04,4.08,777600,4.08
2013-10-07,4.19,4.21,4.07,4.11,2462600,4.11
2013-10-08,4.07,4.09,4.05,4.08,1194700,4.08
2013-10-09,4.16,4.26,4.15,4.24,6100600,4.24
2013-10-10,4.23,4.25,4.07,4.11,2756800,4.11
2013-10-11,4.24,4.25,4.17,4.18,2667500,4.18
2013-10-15,4.21,4.26,4.16,4.24,1797400,4.24
2013-10-16,4.22,4.22,4.09,4.14,3020200,4.14
2013-10-17,4.23,4.31,4.22,4.26,5055400,4.26
2013-10-18,4.22,4.28,4.22,4.25,943900,4.25
2013-10-21,4.29,4.38,4.29,4.37,2785100,4.37
2013-10-22,4.36,4.5,4.32,4.48,4121000,4.48
2013-10-23,4.64,4.68,4.57,4.61,2615700,4.61
2013-10-24,4.67,4.7,4.59,4.6,1497100,4.6
2013-10-25,4.58,4.58,4.51,4.51,989300,4.51
2013-10-28,4.53,4.54,4.44,4.46,1328700,4.46
2013-10-29,4.5,4.52,4.47,4.49,611400,4.49
2013-10-30,4.57,4.63,4.56,4.63,1972900,4.63
2013-10-31,4.64,4.68,4.6,4.67,1670000,4.67
2013-11-01,4.73,4.84,4.73,4.81,3987300,4.81
2013-11-04,4.84,4.85,4.77,4.85,1176500,4.85
2013-11-05,4.87,4.98,4.86,4.95,2174200,4.95
2013-11-06,4.9,4.9,4.74,4.79,2002200,4.79
2013-11-07,4.83,4.9,4.83,4.85,880000,4.85
2013-11-08,4.83,4.88,4.79,4.84,694200,4.84
2013-11-11,4.83,4.84,4.75,4.77,621300,4.77
2013-11-12,4.81,4.98,4.76,4.95,2148000,4.95
2013-11-13,4.88,4.91,4.8,4.87,1087700,4.87
2013-11-14,4.93,4.99,4.81,4.86,2061800,4.86
2013-11-15,4.83,4.88,4.83,4.87,561800,4.87
2013-11-18,4.87,4.97,4.83,4.95,964000,4.95
2013-11-19,4.92,4.98,4.9,4.92,1021600,4.92
2013-11-20,4.91,4.98,4.88,4.94,1420900,4.94
2013-11-21,4.85,4.89,4.75,4.79,1703500,4.79
2013-11-22,4.8,4.89,4.78,4.82,1257000,4.82
2013-11-25,4.93,4.95,4.86,4.89,1577000,4.89
2013-11-26,4.89,4.94,4.87,4.92,886700,4.92
2013-11-27,5.05,5.13,5.05,5.07,4360900,5.07
2013-11-28,5.08,5.1,5.08,5.09,144300,5.09
2013-11-29,5.03,5.05,4.91,4.99,1074500,4.99
2013-12-02,4.97,4.98,4.88,4.91,1781100,4.91
2013-12-03,4.88,4.88,4.66,4.67,2061000,4.67
2013-12-04,4.6,4.65,4.53,4.57,1743000,4.57
2013-12-05,4.55,4.56,4.49,4.56,831200,4.56
2013-12-06,4.55,4.56,4.52,4.53,503300,4.53
2013-12-09,4.51,4.56,4.51,4.55,406800,4.55
2013-12-10,4.46,4.51,4.45,4.45,885500,4.45
2013-12-11,4.48,4.55,4.47,4.53,1182200,4.53
2013-12-12,4.49,4.54,4.49,4.53,283300,4.53
2013-12-13,4.59,4.63,4.57,4.62,1266200,4.62
2013-12-16,4.56,4.56,4.51,4.54,918900,4.54
2013-12-17,4.52,4.56,4.48,4.56,567900,4.56
2013-12-18,4.52,4.55,4.48,4.51,745500,4.51
2013-12-19,4.46,4.46,4.36,4.44,1239400,4.44
2013-12-20,4.43,4.45,4.37,4.39,532300,4.39
2013-12-23,4.4,4.43,4.4,4.42,548700,4.42
2013-12-24,4.4,4.4,4.37,4.37,142000,4.37
2013-12-27,4.35,4.35,4.26,4.29,1819600,4.29
2013-12-30,4.33,4.39,4.31,4.38,933600,4.38
2013-12-31,4.43,4.46,4.41,4.43,919400,4.43
