Date,Open,High,Low,Close,Volume,Adj Close
2013-06-20,4.44,4.44,4.31,4.34,2995800,4.34
2013-06-21,4.34,4.35,4.16,4.23,4750900,4.23
2013-06-24,4.19,4.39,4.18,4.33,2791800,4.33
2013-06-25,4.41,4.41,4.32,4.36,1272800,4.36
2013-06-26,4.38,4.39,4.22,4.37,1484500,4.37
2013-06-27,4.42,4.55,4.41,4.5,1506400,4.5
2013-06-28,4.53,4.57,4.46,4.47,1372400,4.47
2013-07-02,4.65,4.77,4.65,4.73,2215500,4.73
2013-07-03,4.92,4.99,4.85,4.9,3237500,4.9
2013-07-04,4.87,4.91,4.78,4.8,569600,4.8
2013-07-05,4.96,5.11,4.94,5.1,2587900,5.1
2013-07-08,5.02,5.13,5.01,5.07,1426600,5.07
2013-07-09,5.05,5.17,5.05,5.17,1052400,5.17
2013-07-10,5.28,5.4,5.25,5.35,2845500,5.35
2013-07-11,5.31,5.32,5.19,5.23,1940600,5.23
2013-07-12,5.31,5.4,5.26,5.39,1615100,5.39
2013-07-15,5.33,5.43,5.32,5.42,1161800,5.42
2013-07-16,5.44,5.45,5.35,5.37,840900,5.37
2013-07-17,5.38,5.46,5.36,5.46,917400,5.46
2013-07-18,5.48,5.64,5.48,5.6,1328100,5.6
2013-07-19,5.68,5.69,5.52,5.65,1764700,5.65
2013-07-22,5.61,5.61,5.47,5.48,1626000,5.48
2013-07-23,5.44,5.55,5.43,5.54,822700,5.54
2013-07-24,5.48,5.5,5.29,5.33,1478600,5.33
2013-07-25,5.33,5.39,5.23,5.39,1727700,5.39
2013-07-26,5.33,5.33,5.21,5.27,798200,5.27
2013-07-29,5.3,5.32,5.22,5.25,685800,5.25
2013-07-30,5.2,5.2,5.08,5.11,1397800,5.11
2013-07-31,5.13,5.33,5.11,5.32,1264800,5.32
2013-08-01,5.52,5.61,5.51,5.58,846400,5.58
2013-08-02,5.51,5.52,5.45,5.47,370400,5.47
2013-08-06,5.42,5.42,5.29,5.33,588700,5.33
2013-08-07,5.28,5.34,5.21,5.21,733900,5.21
2013-08-08,5.15,5.17,5.03,5.17,1882900,5.17
2013-08-09,5.22,5.39,5.22,5.37,1038800,5.37
2013-08-12,5.31,5.43,5.29,5.43,865800,5.43
2013-08-13,5.42,5.5,5.37,5.47,613300,5.47
2013-08-14,5.44,5.52,5.39,5.52,695500,5.52
2013-08-15,5.57,5.6,5.49,5.56,845900,5.56
2013-08-16,5.57,5.65,5.49,5.6,627300,5.6
2013-08-19,5.53,5.6,5.51,5.53,398800,5.53
2013-08-20,5.4,5.54,5.31,5.34,1336600,5.34
2013-08-21,5.33,5.34,5.19,5.24,1432300,5.24
2013-08-22,5.25,5.36,5.23,5.35,867000,5.35
2013-08-23,5.32,5.53,5.28,5.47,1598400,5.47
2013-08-26,5.47,5.47,5.41,5.47,399700,5.47
2013-08-27,5.73,5.77,5.69,5.73,1779200,5.73
2013-08-28,5.82,5.9,5.77,5.79,2322300,5.79
2013-08-29,5.78,5.86,5.62,5.64,783100,5.64
2013-08-30,5.62,5.71,5.53,5.61,1086600,5.61
2013-09-03,5.55,5.73,5.54,5.7,800600,5.7
2013-09-04,5.57,5.63,5.51,5.57,648000,5.57
2013-09-05,5.62,5.68,5.57,5.68,430200,5.68
2013-09-06,5.78,5.91,5.77,5.86,1520000,5.86
2013-09-09,5.82,5.85,5.71,5.74,962200,5.74
2013-09-10,5.53,5.58,5.47,5.57,952900,5.57
2013-09-11,5.6,5.63,5.52,5.6,695700,5.6
2013-09-12,5.63,5.75,5.63,5.72,506600,5.72
2013-09-13,5.6,5.71,5.57,5.71,383700,5.71
2013-09-16,5.54,5.6,5.49,5.49,744000,5.49
2013-09-17,5.46,5.46,5.35,5.38,652800,5.38
2013-09-18,5.43,5.69,5.41,5.65,1358700,5.65
2013-09-19,5.63,5.63,5.47,5.47,800400,5.47
2013-09-20,5.45,5.5,5.36,5.39,575400,5.39
2013-09-23,5.27,5.29,5.22,5.25,865800,5.25
2013-09-24,5.18,5.25,5.13,5.23,1461200,5.23
2013-09-25,5.26,5.26,5.12,5.13,1300300,5.13
2013-09-26,5.17,5.21,5.14,5.19,766300,5.19
2013-09-27,5.18,5.27,5.14,5.15,677900,5.15
2013-09-30,5.03,5.17,5.01,5.12,1080500,5.12
2013-10-01,5.07,5.1,5.01,5.08,1077600,5.08
2013-10-02,5.07,5.31,5.05,5.28,1274700,5.28
2013-10-03,5.32,5.32,5.19,5.19,729600,5.19
2013-10-04,5.28,5.3,5.23,5.26,587800,5.26
2013-10-07,5.11,5.26,5.08,5.21,452200,5.21
2013-10-08,5.27,5.29,5.23,5.24,504600,5.24
2013-10-09,5.14,5.16,5.02,5.03,1923600,5.03
2013-10-10,5.05,5.24,5.04,5.18,1493300,5.18
2013-10-11,5.02,5.11,5.01,5.09,1713000,5.09
2013-10-15,5.08,5.13,5.02,5.02,1543700,5.02
2013-10-16,5.07,5.21,5.05,5.15,2095300,5.15
2013-10-17,5.03,5.05,4.93,4.99,2657900,4.99
2013-10-18,5.03,5.05,4.98,5.02,822500,5.02
2013-10-21,4.96,4.97,4.85,4.87,1212200,4.87
2013-10-22,4.87,4.93,4.72,4.74,2139000,4.74
2013-10-23,4.56,4.65,4.53,4.6,2011600,4.6
2013-10-24,4.54,4.63,4.51,4.62,1209900,4.62
2013-10-25,4.64,4.7,4.62,4.7,857400,4.7
2013-10-28,4.7,4.77,4.67,4.76,1216500,4.76
2013-10-29,4.72,4.75,4.69,4.72,377600,4.72
2013-10-30,4.64,4.64,4.56,4.58,1644300,4.58
2013-10-31,4.55,4.6,4.52,4.54,797300,4.54
2013-11-01,4.47,4.47,4.36,4.39,1963700,4.39
2013-11-04,4.37,4.41,4.35,4.37,962200,4.37
2013-11-05,4.33,4.34,4.24,4.27,1725300,4.27
2013-11-06,4.32,4.44,4.32,4.4,1734800,4.4
2013-11-07,4.36,4.37,4.3,4.35,760000,4.35
2013-11-08,4.37,4.39,4.32,4.36,624000,4.36
2013-11-11,4.35,4.44,4.34,4.42,631200,4.42
2013-11-12,4.38,4.42,4.22,4.25,2342300,4.25
2013-11-13,4.3,4.37,4.28,4.31,1180900,4.31
2013-11-14,4.26,4.36,4.21,4.32,1755200,4.32
2013-11-15,4.36,4.36,4.3,4.32,539300,4.32
2013-11-18,4.31,4.36,4.23,4.24,1094000,4.24
2013-11-19,4.26,4.28,4.2,4.27,978900,4.27
2013-11-20,4.28,4.31,4.21,4.25,1592200,4.25
2013-11-21,4.32,4.41,4.29,4.39,2291000,4.39
2013-11-22,4.37,4.38,4.29,4.35,1140400,4.35
2013-11-25,4.26,4.31,4.23,4.29,1846600,4.29
2013-11-26,4.27,4.29,4.24,4.25,996000,4.25
2013-11-27,4.15,4.15,4.08,4.12,4068900,4.12
2013-11-28,4.12,4.14,4.1,4.14,318500,4.14
2013-11-29,4.16,4.25,4.15,4.19,2323300,4.19
2013-12-02,4.2,4.27,4.19,4.25,1229900,4.25
2013-12-03,4.28,4.46,4.28,4.46,3369300,4.46
2013-12-04,4.52,4.59,4.48,4.56,2366300,4.56
2013-12-05,4.57,4.63,4.56,4.58,717900,4.58
2013-12-06,4.56,4.6,4.56,4.6,391200,4.6
2013-12-09,4.61,4.62,4.57,4.57,312600,4.57
2013-12-10,4.66,4.68,4.61,4.67,1103500,4.67
2013-12-11,4.63,4.66,4.56,4.59,853800,4.59
2013-12-12,4.62,4.63,4.58,4.58,973700,4.58
2013-12-13,4.52,4.54,4.48,4.49,579700,4.49
2013-12-16,4.56,4.6,4.56,4.57,435100,4.57
2013-12-17,4.59,4.61,4.54,4.55,330000,4.55
2013-12-18,4.6,4.63,4.56,4.6,557800,4.6
2013-12-19,4.65,4.74,4.65,4.67,1135800,4.67
2013-12-20,4.69,4.74,4.66,4.71,725600,4.71
2013-12-23,4.7,4.71,4.67,4.69,229100,4.69
2013-12-24,4.7,4.73,4.7,4.72,78300,4.72
2013-12-27,4.78,4.86,4.78,4.81,1200700,4.81
2013-12-30,4.78,4.8,4.71,4.72,456100,4.72
2013-12-31,4.66,4.68,4.62,4.66,706700,4.66
